itemid,name,topicid,TopicName,comment,yes,no,voteSum,scores,death_confirmed,emotionality,intentionality,species
13795,Homeward Bound: the Incredible Journey,153,a dog dies,"Two dogs and a cat end up in perilous situations while trying to get home. There are moments when it appears one or another of the animals has died, but in the end they all survive.",1,0,17,,no,NA,NA,NA
13795,Homeward Bound: the Incredible Journey,186,a cat dies,"Two dogs and a cat end up in perilous situations while trying to get home. There are moments when it appears one or another of the animals has died, but in the end they all survive.",1,0,18,,no,NA,NA,NA
13831,"I, Tonya",153,a dog dies,A rabbit is not a dog. There's another section for other animals. No dogs are killed.,0,1,10,,no,NA,NA,NA
13831,"I, Tonya",189,an animal dies,"A rabbit is shot while hunting early in the film, later you see someone skin rabbits.",1,0,7,,yes,2,deliberate,rabbit
13858,The Hand That Rocks the Cradle,153,a dog dies,No dogs in the film :),0,1,2,,no,NA,NA,NA
13868,Walkabout,189,an animal dies,"in the beginning of the film, the cruel treatment of fattening an ortolan is described on a radio.
lizard eating a lizard
indigenous boys hunting has him spearing and beating many different types of lizards and kangaroos. 
These are likely real recordings of hunting.
A live fish is thrown out of the water, killed off-screen.
Water buffalo are killed, one is hunted by the boy while many others are shot to death by hunters.
Their bodies are shown laying and rotting after being shot, one is graphically seen being gutted by one of the hunters.
A large bird is killed off-screen, it's body is carried around by the boy.",1,0,2,,yes,4,deliberate,ortolan; lizard; kangaroo; fish; water buffalo; bird
13881,Jumanji: Welcome to the Jungle,189,an animal dies,I don’t recall any animal shown dead or being killed. The injuries to the snake would likely cause death.,1,0,2,,ambiguous,2,ambiguous,snake
13883,The Straight Story,189,an animal dies,Deer is hit by car,1,0,3,,ambiguous,2,accidental,deer
13908,Face Off,189,an animal dies,"A gunfight breaks out next to a flock of pigeons, but none of the birds appear to be injured.",0,1,2,,no,NA,NA,NA
13954,Hereditary,153,a dog dies,"The death is not shown on screen. The camera briefly shows the aftermath (not bloody, just a small furry stillness) but if you're not paying attention you could easily miss what it's showing you.",1,0,82,,yes,2,ambiguous,unknown
13954,Hereditary,186,a cat dies,No cats are ever seen or mentioned in the movie.,0,1,63,,no,NA,NA,NA
13954,Hereditary,189,an animal dies,"A pigeon flies into a window, and a character cuts off the pigeon's head with a pair of scissors.",1,0,41,,yes,3,deliberate,pigeon
13959,Blood Diamond,153,a dog dies,There are no dogs in the movie.,0,1,2,,no,NA,NA,NA
13965,Swiss Army Man,153,a dog dies,There is no dog in Swiss Army Man (2016).,0,1,4,,no,NA,NA,NA
13965,Swiss Army Man,186,a cat dies,There is no cat in Swiss Army Man (2016).,0,1,3,,no,NA,NA,NA
13965,Swiss Army Man,189,an animal dies,A raccoon's head is blown off.,1,0,4,,yes,3,ambiguous,raccoon
13983,Molly's Game,153,a dog dies,No dogs in the movie.,0,1,1,,no,NA,NA,NA
13984,God's Own Country,153,a dog dies,"Not a dog, a calf is shot then kicked. This does not happen with extreme suspense, this is only to build character for our storyline. The calf is not killed on screen.",0,1,1,,no,NA,NA,NA
13984,God's Own Country,189,an animal dies,"-A calf is shown after a complicated breech birth, and is then shot in the head. The protagonist also kicks the dead calf shortly after. 
-A dead lamb is graphically butchered and skinned",1,0,8,,yes,4,deliberate,calf; lamb
14008,"Three Billboards Outside Ebbing, Missouri",189,an animal dies,"Absolutely no animals are shown dying, or getting killed, in this movie.",0,1,1,,no,NA,NA,NA
14009,Clue,153,a dog dies,The dogs are fine,0,1,3,,no,NA,NA,NA
14009,Clue,189,an animal dies,No animals are harmed on screen but it is mentioned late into the movie that the characters ate meat from a monkey,1,0,5,,ambiguous,1,deliberate,monkey
14017,Cloudy With a Chance of Meatballs,189,an animal dies,A sardine is snatched off by a ratbird. Its death is offscreen and debatable.,0,1,3,,ambiguous,1,accidental,sardine
14033,Dances With Wolves,153,a dog dies,A dog belonging to the Lakota tribe is shot and killed by a member of the Pawnee tribe,1,0,6,,yes,3,deliberate,dog
14033,Dances With Wolves,186,a cat dies,One cat is shown for a few seconds at the start of the film. No harm comes to it during this time.,0,1,2,,no,NA,NA,NA
14033,Dances With Wolves,189,an animal dies,Two Socks the coyote is shot and killed by soldiers from the Union Army,1,0,2,,yes,4,deliberate,coyote
14054,Seven Psychopaths,153,a dog dies,NO ANIMALS DIE - I scoured the internet for spoilers because a shih tzu is featured in a sinister setting and I have one of those bug-eyed little dogs and it would kill me if one died. But none do and it's a great movie so enjoy!,0,1,22,,no,NA,NA,NA
14054,Seven Psychopaths,189,an animal dies,There are a few scenes that make you think an animal might die - like a rabbit or a dog - but all the animals are just fine!,0,1,3,,no,NA,NA,NA
14061,Night of the Comet,186,a cat dies,It is described that a zombie was eating a live cat. Thanks a lot people who clicked no... 🤬,1,0,1,,ambiguous,3,ambiguous,cat
14061,Night of the Comet,189,an animal dies,Most of the population is turned to sand/dust and a dog collar and lead is found in a pile of dust.,1,0,3,,ambiguous,3,ambiguous,dog
14089,Deadpool 2,153,a dog dies,No animals appear throughout the entire movie,0,1,11,,no,NA,NA,NA
14089,Deadpool 2,186,a cat dies,No animals  are in the movie,0,1,1,,no,NA,NA,NA
14089,Deadpool 2,189,an animal dies,No animals are in the movie,0,1,1,,no,NA,NA,NA
14117,Zodiac,189,an animal dies,"Although it isn't shown, it is stated that there are squirrels in the suspect's freezer. Several squirrels are loose in the trailer while one is in a cage (alive) on the table.",1,0,11,,ambiguous,2,deliberate,squirrel
14129,Isle of Dogs,153,a dog dies,"*The* dog doesn't die, nor do any characters we have grown to care about, but one or two background dogs are shown to have died off-screen. The movie is meant to be satisfying overall to anyone who cares about dogs, as the dogs are given a happy ending.",0,1,24,,yes,2,ambiguous,dog
14129,Isle of Dogs,186,a cat dies,Why is this yes? Zero cats die the only thing that happens is that they're shown in jail.,0,1,8,,no,NA,NA,NA
14129,Isle of Dogs,189,an animal dies,There is a rather sudden scene of fish and a crab being killed for sushi by a chef.,1,0,1,,yes,2,deliberate,fish; crab
14133,Harry Potter and the Sorcerer's Stone,153,a dog dies,NO DOGS die in Harry Potter and the Philosopher's Stone (2001).,0,1,11,,no,NA,NA,NA
14133,Harry Potter and the Sorcerer's Stone,186,a cat dies,"Why is that unfortunate? Besides, this is for the first movie not the second",0,1,16,,ambiguous,NA,NA,NA
14133,Harry Potter and the Sorcerer's Stone,189,an animal dies,A unicorn is shown dead in Harry Potter and the Philosopher's Stone (2001).,1,0,19,,yes,3,ambiguous,unicorn
14134,Amélie,153,a dog dies,"A dog dies some time ago, but the death isn’t shown. The taxidermied dog is shown though.",1,0,4,,yes,2,ambiguous,dog
14137,Game Night,153,a dog dies,There is a dog in the film and NO harm comes to the little guy! :),0,1,13,,no,NA,NA,NA
14149,Murder By Death,153,a dog dies,"The only dog shown in the movie - a pet terrier named Myron - was no harmed at all. In the closing scene we can see him leaving the house with his owners, unharmed and alive. One of the protagonists talks about his past and mentiones his murdered poodle.",0,1,1,,ambiguous,2,deliberate,poodle
14170,The Shape of Water,153,a dog dies,There are no dogs in The Shape Of Water.,0,1,32,,no,NA,NA,NA
14170,The Shape of Water,186,a cat dies,Ahhh!!! If youÃ¢â‚¬â„¢re a cat person once it gets to the scene where he gets out of the tub and the older man is asleep on the toilet - cover your eyes and ears for about 3 minutes.,1,0,63,,ambiguous,4,ambiguous,cat
14170,The Shape of Water,189,an animal dies,A cat is killed. He is eaten by the amphibian,1,0,16,,yes,2,ambiguous,cat
14171,Jungle,189,an animal dies,"Monkey gets shot in first half of movie. It's not dead so the guide bashes its head with the b**t of his rifle. It's brutal but not terribly long. A snake is later killed in a similar fashion; again, graphic, but brief. And, really auto-censor? b-u-t-t"" gets bleeped?",1,0,4,,yes,3,deliberate,monkey; snake
14183,Red Sparrow,153,a dog dies,"A dog is shown in the snow early on, but it is very briefly shown and it never in danger, nor does anything happen to it. 

Later on, a dog is quickly shown in shadow and heard on a balcony of an apartment complex. This dog is heard a few other times, but it is never shown again. There are never any sounds or visual scenes indicating that the dog has come to any harm.",0,1,1,,no,NA,NA,NA
14186,Dial M for Murder,153,a dog dies,There are no dogs in this film.,0,1,1,,no,NA,NA,NA
14189,Superman: The Movie,186,a cat dies,"A cat is safely returned to its owner from a tree by Superman, it's great.",0,1,1,,no,NA,NA,NA
14192,The Patriot,153,a dog dies,"The dogs get captured, but are ultimately unharmed.",0,1,1,,no,NA,NA,NA
14192,The Patriot,189,an animal dies,"A horse is killed on screen. Throughout the movie there are various horse rolls but nothing that makes me lose it. 

It's towards the final battle when the evil guy on the horse charges Mel Gibson's character. Pretty much then until it gets quiet again you should look away. The horse is stabbed in the chest and vaults face first into the ground. Poor creature.",1,0,2,,yes,4,deliberate,horse
14243,The Crazies,189,an animal dies,Some fish on a river bank,1,0,1,,ambiguous,1,ambiguous,fish
14249,Escape Room,153,a dog dies,"There are no dogs in the film. A character mentions that they had a dog, which died.",0,1,12,,ambiguous,2,ambiguous,dog
14249,Escape Room,186,a cat dies,There's no cat.,0,1,1,,no,NA,NA,NA
14249,Escape Room,189,an animal dies,No live animals are shown in the film. There are some models ( which might be stuffed dead ones ) and some mounted deer antlers.,0,1,8,,no,NA,NA,NA
14301,Coherence,186,a cat dies,"No, but “Schrödinger’s cat” thought experiment is mentioned and described.",0,1,3,,no,NA,NA,NA
14375,Hanna,153,a dog dies,"Just a mention of a kid's dog that ""went mad and died""",0,1,1,,yes,2,accidental,dog
14375,Hanna,189,an animal dies,A reindeer.,1,0,1,,ambiguous,NA,ambiguous,reindeer
14387,Annihilation,153,a dog dies,No dogs in movie,1,0,11,,no,NA,NA,NA
14387,Annihilation,186,a cat dies,No cats in movie,1,0,6,,no,NA,NA,NA
14387,Annihilation,189,an animal dies,An alligator and a bear are shot to death on-screen.,1,0,12,,yes,2,deliberate,alligator; bear
14392,20Th Century Women,189,an animal dies,Birds die,1,0,1,,yes,2,ambiguous,bird
14432,X-Men,189,an animal dies,A small bird is eaten by a mutant at around 32 minutes into the movie,1,0,5,,yes,2,ambiguous,bird
14454,Marrowbone,153,a dog dies,"Not a dog, but a raccoon.",1,0,1,,no,NA,NA,NA
14454,Marrowbone,189,an animal dies,"A pet racoon dies. The death scene itself is not shown (Although it shows it struggling against something"" before disappearing and dying off screen) but we can hear it and the body shows up later on (Tip: It's after Billy goes down the chimney)",1,0,11,,yes,3,ambiguous,raccoon
14500,Tale of Tales,189,an animal dies,"The Flea passes away as well, not violently though",1,0,1,,yes,2,accidental,flea
14544,Evil Dead,153,a dog dies,"Beloved family dog found whimpering in pain, having hidden himself away to suffer and die horribly. His head is a bloody mess. In flashback, revealed that his brains were bashed in with a hammer by a trusted family member, presumably after he friendily approached her. He dies in physical pain and emotional confusion. Absolutely gut-wrenching and wholly unnecessary.",1,0,33,,yes,5,deliberate,dog
14544,Evil Dead,186,a cat dies,"Multiple dead cats are seen at the beginning, ~17:00, and ~32:30 minute marks.",1,0,12,,yes,2,ambiguous,cat
14544,Evil Dead,189,an animal dies,"Yes, the main character kills the dog. Unnecessary.",1,0,15,,yes,3,deliberate,dog
14577,Call Me By Your Name,189,an animal dies,"No, but a fish is carried towards the house likely to be cooked later",0,1,4,,ambiguous,1,deliberate,fish
14599,Paddington 2,153,a dog dies,"No, the dog is a hero, who isn't harmed. :)",0,1,4,,no,NA,NA,NA
14599,Paddington 2,186,a cat dies,There's no cat.,1,0,1,,no,NA,NA,NA
14599,Paddington 2,189,an animal dies,"It's mentioned that Paddington's Uncle Pastuzo died, but not shown.",1,0,4,,yes,2,ambiguous,bear
14609,Enchanted,189,an animal dies,A cockroach is eaten by a pigeon,1,0,6,,yes,1,accidental,cockroach
14688,Dog,153,a dog dies,Thanks to those clarifying the Channing Tatum movie. Now I can watch it :),0,1,23,,ambiguous,NA,NA,NA
14688,Dog,189,an animal dies,"*SPOILER* Throughout the movie the dog Lulu is supposed to euthanized at the end of the movie because she has just been through too much in the war but in the very end at the last second, it doesn’t happen.",1,0,7,,no,NA,NA,NA
14698,Top Secret!,189,an animal dies,"Not on screen, but a carrier pigeon is killed",1,0,3,,yes,2,deliberate,pigeon
14703,"The Adventures of Priscilla, Queen of the Desert",189,an animal dies,"No animals die on screen, but a couple of dead animals are shown (a kangaroo in the back of a car, and another Australian animal being cooked).",0,1,6,,no,NA,NA,NA
14716,Terminator 2: Judgment Day,153,a dog dies,"In the extended version of the film, there is a scene where a dog is strangled to death just off screen. This scene is not present in the original theatrical version of the film.",1,0,17,,yes,3,deliberate,dog
14716,Terminator 2: Judgment Day,189,an animal dies,Dead rattle snakes are shown,1,0,2,,ambiguous,1,ambiguous,rattlesnake
14738,Eagle Vs Shark,189,an animal dies,"Lily throws a rock nearly 52 minutes in, and hits a seagull dead.
Skip ahead at the beach scene with Lily and child.",1,0,1,,yes,2,accidental,seagull
14744,Blade,189,an animal dies,"The beginning is in a meat packing facility, the animals are already dead.",0,1,4,,ambiguous,1,deliberate,unknown
14757,The Prince of Egypt,189,an animal dies,Livestock and cattle that suffer from the Plague fall to the ground and are assumed to have starved.,1,0,4,,ambiguous,2,accidental,livestock; cattle
14765,Phenomena,189,an animal dies,The chimpanzee does not die or get hurt.,0,1,8,,no,NA,NA,NA
14780,The Notebook,153,a dog dies,"Most graphic depiction of a dogs death that I have ever seen.  Also so out of place too, right after that intense romance scene... Strange...",1,0,2,,yes,5,ambiguous,dog
14819,Out of Africa,186,a cat dies,Big cats die. Two lions are shot.,1,0,1,,yes,2,deliberate,lion
14819,Out of Africa,189,an animal dies,"There is hunting at the beginning of the film and a bird is shot out of the sky. An ox is attacked by a lion, which begins eating it alive until they chase it off. The ox's death is not shown but it moans in pain and presumably dies. Two lions are shot.",1,0,3,,yes,3,deliberate,bird; ox; lion
14841,Ghost Stories,189,an animal dies,A bird flies into a window.,1,0,2,,ambiguous,1,accidental,bird
14843,E.T. the Extra-Terrestrial,189,an animal dies,children are instructed to put frogs to sleep and then dissect them but this is prevented from happening.,0,1,1,,no,NA,NA,NA
14865,Dear White People,153,a dog dies,This is entry for the movie,0,1,1,,ambiguous,NA,NA,NA
14875,Bad Samaritan,153,a dog dies,There is a Doberman Pincer in one scene but it is not harmed in any way.,0,1,1,,no,NA,NA,NA
14882,The Muppets,186,a cat dies,The extended version of Tex Richman's rap that makes note of his dead cat isn't in the final movie.,0,1,1,,no,NA,NA,NA
14896,Gremlins 2: the New Batch,153,a dog dies,There is a stray dog who is only there for less than 1 minute. He never gets killed. No dogs get killed in this movie.,0,1,1,,no,NA,NA,NA
14896,Gremlins 2: the New Batch,189,an animal dies,If you consider gremlins animals.,1,0,1,,ambiguous,NA,NA,NA
14899,Room,153,a dog dies,A doggie is seen very briefly and is unharmed.,0,1,19,,no,NA,NA,NA
14899,Room,189,an animal dies,"Ma KILLS the mouse,  not just throws something at it",1,0,5,,yes,3,deliberate,mouse
14908,Hellbound: Hellraiser II,189,an animal dies,"I don't think the killing is shown, but a brief flashback shows a boy dissecting a pet rabbit, which he presumably killed himself.",1,0,5,,ambiguous,3,deliberate,rabbit
14919,A Quiet Place,153,a dog dies,There are no dogs.,0,1,25,,no,NA,NA,NA
14919,A Quiet Place,186,a cat dies,There are no cats in the movie,0,1,20,,no,NA,NA,NA
14919,A Quiet Place,189,an animal dies,A wild animal (a raccoon by the looks of it) is the only animal seen in the film but it does get killed. Its quite graphic and could be upsetting. Its crushed on screen by the creatures hand/claw/foot,1,0,46,,yes,4,deliberate,raccoon
14942,Nerve,153,a dog dies,There’s literally no dogs in the movie,0,1,1,,no,NA,NA,NA
14961,Cargo,189,an animal dies,You see the infected eating a cow when they go towards the hills,1,0,1,,yes,2,ambiguous,cow
14992,Crocodile Dundee,189,an animal dies,"Numerous animals die in the first half of the movie. There is an already-dead stuffed crocodile, then Mick kills a snake, drunk idiots shoot a wallaby or small kangaroo (not sure which it is), Mick stabs a crocodile through the skull, and Mick cooks a goanna.",1,0,3,,yes,2,deliberate,snake; wallaby; crocodile; goanna
14994,The Muppet Christmas Carol,189,an animal dies,The death of an anthropomorphic frog is mentioned.,1,0,7,,yes,2,ambiguous,frog
15001,Kiss Kiss Bang Bang,186,a cat dies,"A cat yeowls after someone falls over a balcony, but it’s not clear it was hurt.",0,1,1,,ambiguous,2,accidental,cat
15017,Solo: a Star Wars Story,153,a dog dies,"No animal or animal-like creature injuries or deaths. Chewie gets in some fights, but he handles his business as expected.",0,1,1,,no,NA,NA,NA
15024,Fantastic Woman,153,a dog dies,"Marina's dog is kidnapped/held hostage by transphobic relatives of her deceased boyfriend. She gets the dog back in the end, and the dog doesn't die.",0,1,3,,no,NA,NA,NA
15061,The Hobbit: The Desolation of Smaug,189,an animal dies,"Big spiders and bugs die, some of them in quite graphic way.",1,0,1,,yes,2,ambiguous,spider; insect
15199,The Lost City of Z,189,an animal dies,"The opening scene is of a deer hunt resulting in the deer's death killed by Percy. Later in the movie, Percy shoots a black boar in the jungle and take it with them for rations.  A rabbit is killed off screen near the end of the movie, by Jack.",1,0,2,,yes,2,deliberate,deer; boar; rabbit
15203,Adrift,189,an animal dies,"At 1h23m a fish is fished, quartered and eaten.",1,0,1,,yes,1,deliberate,fish
15252,Repulsion,189,an animal dies,"there is a dead, skinned rabbit prepared as food, and its body reoccurs throughout the movie",1,0,1,,ambiguous,2,deliberate,rabbit
15291,Drag Me to Hell,153,a dog dies,The cat dies,0,1,8,,no,NA,NA,NA
15291,Drag Me to Hell,186,a cat dies,"The main character kills her kitten with a knife. The cat is off-screen but we see it's blood and the next scene shows the cat's dead body being buried. To skip, go to 50:30 as soon as she grabs a knife.",1,0,38,,yes,4,deliberate,cat
15291,Drag Me to Hell,189,an animal dies,"Main chick claims to be a vegetarian and animal advocate (she volunteers with an animal shelter) but seems unphased by killing her kitten. She tells the fortune teller ""I killed that little kitty!"" Doesn't use its name. I would let the monster kill me before I hurt my cat, Simba.",1,0,8,,yes,2,deliberate,cat
15405,Revenge,153,a dog dies,The main character's dog is killed by gunfire.,1,0,14,,yes,4,deliberate,dog
15405,Revenge,189,an animal dies,There is some dead animal that Richard throws onto the window of a car.,1,0,6,,ambiguous,1,ambiguous,unknown
15408,Fantasia,189,an animal dies,A stegosaurus dies while attempting to fight off a Tyrannosaurus rex. All the dinosaurs die off and become extinct because of a great drought.,1,0,5,,yes,3,accidental,stegosaurus; dinosaur
15477,Ant-Man and the Wasp,189,an animal dies,"To my knowledge, the only creatures that die are ants, but it is unfortunate nonetheless.",1,0,4,,yes,2,ambiguous,ant
15507,Bad Boys II,189,an animal dies,"A rat is stomped on and another one is shot ~40-44 minutes in.

An iguana steps on a mine towards the end.",1,0,3,,yes,2,deliberate,rat; iguana
15514,Better Off Dead,189,an animal dies,A squid/octopus thing is cooked alive.  It's so fake-looking that it looks like a joke -- and that's the joke.,1,0,1,,yes,1,deliberate,squid; octopus
15536,Peter Rabbit,189,an animal dies,"No animals die, but they are thrown around here and there. (Just cartoon violence)",0,1,2,,no,NA,NA,NA
15548,Monster,153,a dog dies,"Not a pet, but a wolf is killed in the beginning in the movie and is shown dead.",1,0,16,,no,NA,NA,NA
15583,Secretary,153,a dog dies,There's a dog in a scene around 38:00,0,1,1,,ambiguous,NA,NA,dog
15583,Secretary,189,an animal dies,"A worm is shown alive. Later, dead and dried",1,0,2,,ambiguous,1,ambiguous,worm
15603,Mamma Mia! Here We Go Again,189,an animal dies,There is a scene where one of the guys opens up an oyster to get a pearl,1,0,4,,ambiguous,1,deliberate,oyster
15612,Legends of the Fall,153,a dog dies,Not sure why there’s “yes” votes here. No dogs die in the film. There’s no scenes showing any dogs dying nor is there even any mention of it. There are some scenes with dogs but they aren’t hurt or mistreated.,0,1,3,,no,NA,NA,NA
15612,Legends of the Fall,189,an animal dies,".The cow and barbed wire scene is horrendous, and is extra hard to watch due to the calf crying out in pain and gargling blood from the wire cutting at his throat.",1,0,2,,ambiguous,5,ambiguous,cow
15641,Sorry to Bother You,189,an animal dies,"An animal does not die, but there is a depiction of animal blood being thrown on someone",0,1,1,,no,NA,NA,NA
15678,Silent Running,189,an animal dies,Many animals can be inferred to have died in explosions although these explosions are only depicted from a great distance in which the animals cannot be seen.,1,0,2,,ambiguous,1,ambiguous,unknown
15685,Eighth Grade,153,a dog dies,No dogs die in the movie. There aren't any dogs.,0,1,4,,no,NA,NA,NA
15685,Eighth Grade,186,a cat dies,No cats die in the movie. There aren't any cats.,0,1,4,,no,NA,NA,NA
15685,Eighth Grade,189,an animal dies,No other animals die in the movie. There aren't any that are important to the story.,0,1,2,,no,NA,NA,NA
15700,Calibre,153,a dog dies,At 01:15:14. It's quick but disturbing.,1,0,2,,ambiguous,3,ambiguous,unknown
15700,Calibre,189,an animal dies,"It says “besides a dog, cat, or horse,” so no.",0,1,1,,ambiguous,NA,NA,NA
15713,John Wick,153,a dog dies,"Yes, and it's terrible, BUT John Wick spends the rest of the movie deliberately, gloriously, and violently avenging the dog, so it feels really pro-dog overall.",1,0,303,,yes,4,deliberate,dog
15713,John Wick,189,an animal dies,"The original dog dies. No other animal is harmed, other than maybe a few pigeons that got the shit scared out of them.",1,0,12,,yes,2,ambiguous,dog
15723,Creepshow,189,an animal dies,Cockroaches,1,0,1,,ambiguous,NA,NA,cockroach
15743,Cop Car,189,an animal dies,A cow dies,1,0,1,,yes,2,ambiguous,cow
15746,City of God,153,a dog dies,"No dog deaths, but skinny stray dogs are shown and at one point a dog is kicked offscreen.",0,1,1,,no,NA,NA,NA
15746,City of God,189,an animal dies,a lot of dead chickens,1,0,4,,yes,2,ambiguous,chicken
15769,The Amazing Spider-Man,189,an animal dies,"Around 1 hour and 22 minutes in, a mouse is graphically eaten by another mouse.",1,0,2,,yes,3,accidental,mouse
15772,The Count of Monte Cristo,153,a dog dies,no dogs,0,1,2,,no,NA,NA,NA
15772,The Count of Monte Cristo,186,a cat dies,no cats,0,1,1,,no,NA,NA,NA
15778,Drugstore Cowboy,153,a dog dies,There is a story about a dog who gets put down but it happens off screen.,1,0,2,,yes,3,deliberate,dog
15794,The Skin I Live In,189,an animal dies,"There is a scene where one character is watching TV, and NatGeo comes on, and a jaguar (?) is shown holding a deer (?) that it has killed. (Sorry, don’t really know animals.)",1,0,5,,ambiguous,1,accidental,deer
15819,St. Elmo's Fire,186,a cat dies,someone briefly comments about burying a dead cat.,0,1,1,,yes,2,ambiguous,cat
15833,Crooked House,189,an animal dies,The great aunt shoots moles but there’s no inclination any of them actually die. Some humans count but I guess they don’t really count,0,1,2,,ambiguous,1,deliberate,mole
15840,Under the Silver Lake,153,a dog dies,"At around 20:00, maybe a little earlier or later, there is an animated dog death - then at 20:40 - maybe a little earlier - there is a dead dog.

If you want to skip the animated dog death - stop watching after the animated actor shoots himself, a little after 19:0 or so.

If you want to skip the simulated, albeit realistic, dead dog, stop watching when the main character starts following dog treats around 20:00. 
 At 21:00 you should be past the dream sequence and past all of it.",1,0,9,,yes,3,ambiguous,dog
15840,Under the Silver Lake,189,an animal dies,A squirrel falls from a tree and hits the concrete. A little blood and guts is visible beneath it.,1,0,3,,yes,2,accidental,squirrel
15885,Stoker,189,an animal dies,"At the end of the movie (1:31:01) you see the two brothers hunting a bird, you do see it get shot.",1,0,2,,ambiguous,2,deliberate,bird
15890,Avengers: Infinity War,153,a dog dies,"There are no on-screen dog deaths.
I didn't notice any dogs in the background.
There are implied dog deaths (like how there are implied dog deaths in Star Wars: Episode VII - the Force Awakens).",0,1,13,,ambiguous,NA,NA,NA
15890,Avengers: Infinity War,189,an animal dies,"It is implied that half of all life is dead, but no regular"" animals die on screen.",0,1,3,,ambiguous,NA,NA,NA
15940,Interview With the Vampire,153,a dog dies,One of the main character drinks the blood of a dog,1,0,8,,ambiguous,3,ambiguous,dog
15940,Interview With the Vampire,189,an animal dies,"Several times throughout the movie, rats are shown to be spliced open and their blood drank from, as well as rat carcasses lying around everywhere. It's also briefly mentioned after Lestat returns from the swamp that he drank the blood of a couple of alligators.",1,0,5,,ambiguous,2,deliberate,rat; alligator
15952,Back to the Future Part III,189,an animal dies,Dead rabbits are shown as a character announces he's got dinner it then cuts to a scene of what is supposed to be the rabbits the character had hunted on a plate and the characters in the scene eating as they talk.,1,0,3,,yes,1,deliberate,rabbit
15966,The Bird With the Crystal Plumage,186,a cat dies,A character talks about eating cats,0,1,4,,ambiguous,2,ambiguous,cat
16035,Can You Ever Forgive Me,186,a cat dies,Her cat is sick from the start of the movie and once she gets medicine tells a friend to watch it while she is gone and says she needs 2 of each pill (there's 3 bottles) twice a day. We see him give the cat 2 pills from one bottle once. When she returns her cat is dead and she holds his lifeless body. I think the cat did die due to neglect from the friend who was partying and doing drugs.,1,0,4,,yes,4,accidental,cat
16039,Sister Act,153,a dog dies,"There is a dog briefly at 37 minutes in. Just after she is cleaning graffiti on the gate. It barks a couple times, but over fast.",0,1,1,,no,NA,NA,NA
16061,She's the Man,189,an animal dies,I think they dissect a frog during science class,1,0,6,,ambiguous,1,deliberate,frog
16062,Crazy Rich Asians,189,an animal dies,There is a scene where a dead fish is lying in someone's bed completely gutted. This is shown very briefly. The animal does not die on screen,0,1,6,,yes,3,deliberate,fish
16064,Alpha,153,a dog dies,"Though the wolf does get stabbed by the main character (Keda) when Alpha first attacks, Keda takes pity and lets the wolf rest. He does not die. Keda is also attacked by a bobcat, in which Alpha steps in to help, where he is injured with blood shown, making Alpha fall down later in the movie and unable to keep going. But Keda carries him until he gets to his tribes home, where he is nursed to health and eventually has babies. Overall, a beautiful movie where the dog does NOT die. Do not listen to the troll comments at the bottom.",0,1,16,,no,NA,NA,NA
16064,Alpha,186,a cat dies,A saber toothed tiger is killed after it attempts to kill the dog and main character.,1,0,6,,no,NA,NA,NA
16064,Alpha,189,an animal dies,A bunch of bison die from falling off a cliff at the beginning of the movie. Some wild pigs and rabbits are also killed so the main characters can eat.,1,0,6,,yes,2,ambiguous,bison; wild pig; rabbit
16145,"I, Robot",153,a dog dies,Will Smith saves the cat,1,0,3,,no,NA,NA,NA
16145,"I, Robot",186,a cat dies,The cat gets saved from the demolition.,0,1,1,,no,NA,NA,NA
16148,The Serpent and the Rainbow,189,an animal dies,"A man feeds a little goat ""zombie"" powder, which is poison, and the goat dies on screen. This was extremely sad to watch and I don't understand why no one had a warning about this scene.",1,0,4,,yes,5,deliberate,goat
16230,Yes Man,189,an animal dies,"One scene depicts a chicken meat factory with beheaded carcasses hanging in the background and some dialogue relating to head removal, which is referenced again in the mid-credits scene. Near the beginning of the film, a man mentions that he once shot a cow. Potentially triggering for some.",0,1,2,,yes,2,deliberate,chicken; cow
16237,Widows,153,a dog dies,"No animals die or are harmed in this film. There is a brief interrogation scene where an antagonist grabs the main character's dog by its collar and it yelps briefly, but other than that, the animal is not harmed otherwise. There is even a scene where the main character takes the dog to a Sit and Stay to be taken care of while she'll be gone.",0,1,4,,no,NA,NA,NA
16273,Persona,189,an animal dies,"In a sequence of surreal images at the beginning, we see a sheep's head being cut off and there's a brief shot of some organs.",1,0,4,,yes,2,deliberate,sheep
16302,Life Itself,153,a dog dies,"There is mention of a dog being killed, but an old dog is euthanized. It was sad, but sweet.",1,0,1,,yes,3,deliberate,dog
16354,CheF,189,an animal dies,"You don’t see any animals die but it’s a movie about a chef so there are food-related dead animals. A whole pig in the very begging, some tiny whole octopi/squid are cooked in a wok.",0,1,4,,no,NA,NA,NA
16361,It,153,a dog dies,"No dogs die in this film! The dog does die in the book, however. There is other animal death.",0,1,35,,no,NA,NA,NA
16361,It,186,a cat dies,"Sheep gets shot in the head. Also, a cat almost gets shot (pretty distrubing scnene IMO).",1,0,20,,no,NA,NA,NA
16361,It,189,an animal dies,"Several sheep die, once at the very beginning of the film and again towards the middle. If you're squeamish about this, look away when you see sheep and you'll be fine. A cat is nearly shot by Henry Bowers for target practice later on, but he is caught by his dad, who makes him stop before he actually does it.",1,0,33,,yes,2,ambiguous,sheep
